Product Code,Description,GTIN,WMS Item Group,Item Category Code,Country Of Origin,User ID,
GCH193,CH GOOD GIRL EDP 80ML + BL 100ML ,8411061110157,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
TCK139,CK IN2U FOR HER EDT 100ML TESTER (UNBOX) ,0000,CK,TESTERS,FR,SEND BY NAV
GCH194,CH GOOD GIRL EDP 100ML + SG 100ML ,8411061110096,CAROLINA HERRERA,GIFT SETS,FR,SEND BY NAV
GCH195,CH 212 VIP BLACK ELIXIR EDP 100ML + BL 100ML ,8411061110072,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH196,CH BAD BOY ELIXIR EDP 100ML + SG 100ML ,8411061110089,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GPE009,PENHALIGONS LUNA  BL 500ML + HAND AND BODY WASH GEL 500ML ,5056245052033,PENHALIGONS,GIFT SETS,ES,SEND BY NAV
GJP128,JPG CLASSIQUE EDT 100ML + BL 75ML ,8435415112901,JPG,GIFT SETS,FR,SEND BY NAV
GJP129,JPG LE MALE EDT 75ML + SG 75ML ,8435415112925,JPG,GIFT SETS,FR,SEND BY NAV
GJP130,JPG DIVINE EDP 100ML + EDP 10ML + BL 75ML ,8435415113021,JPG,GIFT SETS,FR,SEND BY NAV
GJP131,JPG LE MALE EDT 125ML + SG 40ML ,8435415113083,JPG,GIFT SETS,FR,SEND BY NAV
GJP132,JPG LE MALE EDT 125ML + SG 75ML ,8435415113090,JPG,GIFT SETS,FR,SEND BY NAV
GJP133,JPG LE MALE EDT 200ML + EDT 10ML ,8435415113106,JPG,GIFT SETS,ES,SEND BY NAV
GJP134,JPG SCANDAL FOR HIM EDT 100ML + SG 75ML ,8435415103206,JPG,GIFT SETS,ES,SEND BY NAV
GJP135,JPG LA BELLE EDP 100ML + BL 75ML ,8435415103251,JPG,GIFT SETS,ES,SEND BY NAV
GPR211,PACO RABANNE INVICTUS EDT 100ML + SG 100ML ,3349668642571,PACO RABANNE,GIFT SETS,FR,SEND BY NAV
GPR212,PACO RABANNE FAME EDP 80ML + BL 100ML ,3349668642878,PACO RABANNE,GIFT SETS,FR,SEND BY NAV
GPR213,PACO RABANNE OLYMPEA EDP 80ML + BL 100ML ,3349668642830,PACO RABANNE,GIFT SETS,FR,SEND BY NAV
GPR214,PACO RABANNE MILLION GOLD EDP 90ML + BL 100ML ,3349668642762,PACO RABANNE,GIFT SETS,FR,SEND BY NAV
GJP136,JPG SCANDAL PH EDT 100ML+ SG 75ML ,8435415113267,JPG,GIFT SETS,ES,SEND BY NAV
GCH197,CH GOOD GIRL BLUSH EDP 80ML + BL 100ML ,8411061122365,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH198,CH GOOD GIRL BLUSH EDP 80ML + BL 100ML + 20ML + 20ML REFILLABLE ,8411061122280,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH199,CH 212 VIP ROSE EDP 80ML + BL 100ML ,8411061122518,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH200,CH EDT 100ML+ EDT 10ML + BL100ML ,8411061122556,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH201,CAROLINA HERRERA M EDT 100 ML + EDT 10ML + ASB 100ML ,8411061122563,CAROLINA HERRERA,GIFT SETS,FR,SEND BY NAV
GCH202,CH BAD BOY EDT 100ML + EDT 10ML + SG 100ML ,8411061122570,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH203,CH VERY GOOD GIRL EDP 80ML + EDP 10ML + BL 100ML ,8411061122679,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
GCH204,CH VERY GOOD GIRL ELIXIR EDP 80ML + EDP 10ML + BL 100ML ,8411061122693,CAROLINA HERRERA,GIFT SETS,ES,SEND BY NAV
MAP042,"ADP 3X12ML (ROSA NOBILE, MAGNOLIA NOBILE, PEONIA NOBILE) MINI SET ",8028713479007,ACQUA DI PARMA,MINI SETS,IT,SEND BY NAV
MDG057,D&G DEVOTION EDP 5ML + MASCARA 8ML + LIQUID LIP 5ML) MINI SET ,8054754400557,D&G,MINI SETS,FR,SEND BY NAV
GJP137,JPG LE MALE ELIXIR PARFUM 200ML + PARFUM 10ML ,8435415113175,JPG,GIFT SETS,ES,SEND BY NAV
GJP138,JPG LE MALE EDT 125ML + SG 75ML ,,JPG,GIFT SETS,FR,SEND BY NAV
RMR098,MARLY GREENLEY EDP 75ML ,3700578502155,MARLY,REGULAR,FR,SEND BY NAV
MHE097,HERMES TERRE D''HERMES BARENIA EDP 12.5ML MINI ,3346130435440,HERMES,MINIATURES,FR,SEND BY NAV
MHE098,HERMES TERRE D''''HEREMS INTENSE EDP 5ML MINI ,3346130424154,HERMES,MINIATURES,FR,SEND BY NAV
MHE099,HEREMS TUTTI TWILLY D''''HERMES EDP 12.5ML MINI ,3346130422525,HERMES,MINIATURES,FR,SEND BY NAV
GCK047,CK ETERNITY W EDP 100ML + EDP 10ML + BL 100ML ,3616305266163,CK,GIFT SETS,FR,SEND BY NAV
MHE100,HERMES H24 EDP 12.5ML MINI ,3346130413912,HERMES,MINIATURES,,SEND BY NAV
VBV057,BVLGARI LE GEMME TYGAR EDP 1.5ML VIAL ,783320418051,BVLGARI,VIALS,,SEND BY NAV
VBV058,BVLGARI LE GEMME TYGAR EDP 1.5ML VIAL ,783320422638,BVLGARI,VIALS,,SEND BY NAV
MHE101,HERMES RHUBARBE ECARLATE EDC 7.5ML MINI ,3346130009405,HERMES,MINIATURES,FR,SEND BY NAV
VBV059,BVLGARI ALLEGRA CHILL & SOLE EDP 1.5ML VIAL ,783320422805,BVLGARI,VIALS,,SEND BY NAV
VBV060,BVLGARI LE GEMME FALKAR EDP 1.5ML VIAL ,783320422645,BVLGARI,VIALS,,SEND BY NAV
VBV061,BVLGARI ALLEGRA MAGNIFYING SANDALWOOD EDP 1.5ML VIAL ,783320417351,BVLGARI,VIALS,,SEND BY NAV
VBV062,BVLGARI LE GEMME ONEKH EDP 1.5ML VIAL ,783320422621,BVLGARI,VIALS,,SEND BY NAV
VBV063,BVLGARI LE GEMME SAHARE EDP 1.5ML VIAL ,783320422294,BVLGARI,VIALS,,SEND BY NAV
VBV064,BVLGARI LE GEMME YASEP EDP 1.5ML VIAL ,783320422676,BVLGARI,VIALS,,SEND BY NAV
ROL011,OMANLUXURY NASAJ EDP 100ML ,6074000141111,OMAN LUXURY,REGULAR,,SEND BY NAV
TOL011,OMANLUXURY ZAFAR EDP 100ML TESTER ,0000,OMAN LUXURY,TESTERS,,SEND BY NAV
MHE102,HERMES H24 EDT 12.5ML MINI ,3346133500176,HERMES,MINIATURES,FR,SEND BY NAV
