Product Code,Description,GTIN,WMS Item Group,Item Category Code,Country Of Origin,User ID,
TCY023,CACHAREL AMOR AMOR EDT 100ML TESTER (BOX DAMAGE) ,33603730637411,CACHAREL,TESTERS,FR,SEND BY NAV
TRL050,RALPH LAUREN ROMANCE INTENSE EDP 100ML TESTER (BOX DAMAGE) ,36059728601941,RALPH LAUREN,TESTERS,FR,SEND BY NAV
RMI026,MATIERE PREMIERE METAL LAVENDER EDP 100ML ,3760428941435,MATIERE PREMIERE,REGULAR,FR,SEND BY NAV
TRL051,CAN USE ,0000,RALPH LAUREN,TESTERS,FR,SEND BY NAV
TMO037,MONTBLANC LEGEND ELIXIR PARFUM 100ML TESTER ,3388480169998,MONTBLANC,TESTERS,FR,SEND BY NAV
RMO070,MONTBLANC LEGEND ELIXIR PARFUM 100ML ,3386460169950,MONTBLANC,REGULAR,FR,SEND BY NAV
MMO030,MONTBLANC LEGEND ELIXIR PARFUM 7.5ML + SG 30ML ,3386460169981,MONTBLANC,MINI SETS,FR,SEND BY NAV
MJC032,JIMMY CHOO I WANT CHOO PARFUM 7.5ML MINI WITH POUCH ,3386460168489,JIMMY CHOO,MINIATURES,FR,SEND BY NAV
MJC033,JIMMY CHOO I WANT CHOO WITH LOVE PARFUM 7.5ML MINI WITH POUCH ,3386460168496,JIMMY CHOO,MINIATURES,FR,SEND BY NAV
MMO031,MONTBLANC LEGEND ELIXIR PARFUM 4.5ML MINI ,3386460170000,MONTBLANC,MINIATURES,FR,SEND BY NAV
VMO027,MONTBLANC LEGEND ELIXIR PARFUM 1.2ML ML VIAL ,3386460170017,MONTBLANC,VIALS,FR,SEND BY NAV
RLW064,LOEWE SOLO ELLA EDT 100ML ,,LOEWE,REGULAR,,SEND BY NAV
VMT111,MONTALE WILD PEARS EDP 2ML VIAL ,0000,MONTALE,VIALS,FR,SEND BY NAV
VMT112,MONTALE OUD DREAM EDP 2ML VIAL ,0000,MONTALE,VIALS,FR,SEND BY NAV
VMT113,MONTALE VANILLE ABSOLU EDP 2ML VIAL ,0000,MONTALE,VIALS,FR,SEND BY NAV
VMT114,MONTALE FRUITS OF THE MUSK EDP 2ML VIAL ,0000,MONTALE,VIALS,FR,SEND BY NAV
TOR001,ORIENTICA LC OUD SAFFRON EDP 80ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
